280051	250564	257327	262014	269811	283378	277564	240906	245226	288114	255838	273382	272505	305471	279963	272463	286001	248830	232805	242670	276091	241441	278207	254621	270743	247131	271173	272368	274613	278061	250069	278507	261619	272673	254997	246074	262819	276100	276055	250396	281778	271096	235210	288513	241762	242477	270635	270971	268644	239253	267775	264445	264673	275652	277034	262747	313070	265030	277342	272710	259420	270375	264553	254768	226721	267247	273833	265592	239933	261026	245782	286105	269132	269609	253718	254775	269824	280328	235069	269866	275468	263912	276840	258797	276583	252792	272306	280918	276895	276041	243135	264893	278519	261961	257352	276989	254035	264272	264416	271387	
287929	255894	244924	255492	264697	257975	255053	237713	266794	296616	257474	274948	257161	285940	275291	259680	288191	252989	238722	252646	265273	222397	262381	261565	270875	251305	260159	261600	257009	261182	242786	259008	239147	240316	253119	239126	257254	266112	291229	250457	277512	273468	220505	262061	233634	260929	257388	261196	257125	231030	257983	248373	273818	260801	281451	257302	293050	261804	259704	241266	236448	270843	247502	263519	235531	245243	275246	255721	235029	252440	241328	294671	250002	257762	261810	255481	254220	292864	259558	271256	286662	270519	269829	250734	260568	278730	277767	251769	261050	256191	243602	263521	297282	251228	267171	276421	248288	252259	250918	239778	
287870	278147	260327	264802	273391	281405	280006	243183	249512	271127	264456	269583	263812	286192	261880	259922	269429	251162	240636	248775	254126	240424	265737	261831	268592	263632	271961	280599	257130	275388	272746	266500	254555	268337	262392	262137	261183	278389	301925	258593	288659	265964	228817	273138	248000	260404	259467	267539	255855	255308	259390	256637	275093	267354	289505	286528	317549	273291	273820	272753	267033	274967	261066	273824	240727	264916	260221	265542	252663	265376	242081	287546	258397	260945	261082	263036	257811	274358	243886	282491	282969	277772	266620	271666	283446	281197	260022	262523	275735	257754	250616	268127	305318	266365	269424	292507	253993	275375	276215	264683	
292802	273840	261075	272223	276884	284172	288548	257750	275985	302419	277895	273220	266236	299045	291601	292834	284288	253705	247955	259667	282352	243255	286632	269057	270978	264567	278748	286150	283514	280747	259597	279464	253562	262134	266281	264157	286831	282997	316539	257675	289177	270693	246445	282307	254272	266417	280719	262392	270940	267121	288686	271240	261202	276002	301593	273169	305471	274931	262578	283652	259728	283907	276862	279562	251613	281646	280322	275379	247114	260245	269440	300015	279370	271670	275521	287317	262653	289258	258627	293371	271983	281371	301824	267005	283827	276657	274772	287525	278103	267435	251737	278830	280871	264174	270357	277783	247815	275213	276052	267200	
286712	264136	233889	254378	262021	253582	253584	228018	239743	269305	234532	282810	253401	287444	271043	244419	254706	241648	227894	229914	260253	230651	258463	254905	252105	224035	247232	281040	242899	250154	248819	259162	231070	251499	220944	250359	263033	261505	285729	238570	267428	253926	232781	254207	228997	223652	250688	249589	255088	236176	247432	256349	237075	246300	268883	243909	289957	246100	257784	257102	254627	265966	236709	263896	226323	243072	251167	255248	234138	249654	235740	287722	252058	274031	251156	244249	244924	273381	229005	272455	268063	259958	250008	239079	259197	254316	254171	267505	261047	244019	233209	252284	270874	219137	250051	258388	233350	248496	245921	236991	
269386	259200	253832	255907	259896	261062	261698	225411	246484	276735	229919	252304	232149	279534	257737	262097	254225	228178	224633	235065	253291	230261	266697	251499	237611	241157	252258	244672	245794	253691	234865	255339	228286	235482	251268	239812	243772	259153	275952	244124	263124	242339	213551	249995	243218	252692	244710	268780	246250	218435	246636	243183	259619	257069	275289	248463	294003	235484	261181	229380	254556	253664	239258	240061	213376	248973	248044	264459	220351	234155	234792	272716	246013	250817	251604	241518	258749	266356	235017	257472	271779	254534	242886	251437	265286	240481	252345	251042	263949	254183	229959	247619	270733	241502	248111	266682	221567	263752	261342	234111	
251914	249545	224730	250994	245360	236631	245938	223137	226486	258745	245573	240528	220492	270183	239070	239406	251885	218471	215010	237866	227604	216782	247700	233943	248795	238064	237334	241138	225847	243371	228530	238753	211812	216383	230742	229599	252343	240252	268601	211441	247164	250585	210779	244780	214994	233805	236289	243264	232333	213782	239613	246006	248365	243231	253837	246607	265669	244520	253133	237039	231622	260378	238067	249454	211878	226299	242627	242355	226892	244854	237469	296297	238814	220320	241804	240205	224755	251908	231538	239924	254550	237913	257731	235459	242600	241310	232628	237098	257602	231008	222726	246154	265501	236875	236165	225530	226508	239969	232652	241261	
250326	219665	236291	222217	237712	227178	259040	218459	234631	250094	236913	227929	237696	249418	248838	237209	242526	213489	214981	227286	236243	216350	242308	225584	233455	226684	238087	240103	237633	252658	233449	252006	219508	224375	222923	219683	240165	240593	249154	222238	262947	253778	204760	253625	208378	237226	229326	234207	235330	220118	244671	231035	224573	244625	256937	232070	273252	242671	239996	222201	218733	231657	238538	245515	215649	238607	234137	233976	213547	228861	220042	258850	229472	232825	230543	237127	228603	238446	219175	250110	236230	235747	242946	226720	244040	234189	244146	237607	252239	242364	209744	237332	248391	231453	236419	240854	223141	240111	232040	232001	
246370	246015	239442	246726	254229	240424	248782	222500	239747	265297	253479	273018	251245	270138	260750	249452	246431	230655	227048	220098	254544	219784	256651	242916	258699	217688	243565	260197	256817	265718	230464	251780	227145	255680	241097	229944	255521	238172	278481	223114	263665	235413	212137	240783	229506	247368	252557	254032	242368	233850	269731	239720	247312	253905	261550	246392	273581	241019	245115	238637	239623	245755	231886	249913	222754	245761	249769	245206	212890	248422	226892	266002	238538	252716	232427	255624	239531	272053	228346	249890	276523	266656	259653	245776	245682	239741	236693	249167	258413	241273	218058	244726	277818	221098	247551	249636	244125	249200	248337	236478	
260519	253775	247668	261457	252229	255625	250170	246901	248992	287779	250869	256555	252300	289212	274223	263300	274251	245275	243114	235370	264903	248504	285399	254137	277438	234165	258203	277694	245578	260819	246523	265130	241308	269002	233136	246583	247066	251490	302874	246368	281488	268418	232778	271932	229365	254886	271745	264850	258543	235345	255851	258728	248526	260526	271948	254983	298645	255098	266748	262947	244030	252915	246088	256787	221731	243060	257668	249966	233651	235530	251598	274160	265818	264482	253265	256162	244038	275855	239592	274282	264866	272425	271363	257516	268125	275470	266635	268400	270303	242632	236409	271414	278214	251971	252174	272424	236824	268088	282492	249581	
258004	258135	245568	257166	260830	253181	263323	222238	247546	266612	230635	250126	250236	286632	264279	244787	254459	239101	231291	228785	246518	215160	250774	236298	264401	228025	253313	255577	252983	246649	241488	258510	229094	241238	225843	222118	247045	261339	283978	237186	278112	254741	213501	262330	229108	222013	235334	255499	240904	223837	261524	253210	248690	261134	263376	257071	274534	255684	269680	224114	242993	257246	262807	263933	221612	229087	240611	259285	226264	250676	232199	274826	261637	246507	244372	249049	254423	265680	236826	268492	253786	248353	256396	258350	258219	245740	252470	251201	265952	252748	236342	252990	258504	225789	244936	253878	230945	263722	255255	242387	
280079	268422	249666	262138	276503	274012	277260	251661	251250	284862	270087	264151	260599	295433	275620	273456	272433	264606	237216	223790	268204	243937	287582	261219	267778	248867	264348	290807	262860	259640	261106	270055	243665	262500	237216	251471	273150	261082	289463	247501	278589	269992	234927	261290	215605	256030	271209	267777	254848	235823	265250	271947	268354	266870	273593	268092	299801	267193	274739	258340	269052	266677	265679	274470	230200	263792	267971	264670	247583	255254	260600	287374	254075	265201	246775	237691	246333	274366	243688	283634	278250	270707	274806	259718	270616	270049	271191	265453	262565	267744	228539	283503	272658	248255	251366	254392	247678	247536	276437	275736	
264457	241828	214686	233050	241276	226673	243709	217448	223808	249098	247129	236595	209175	258250	241206	225672	239305	217343	197225	228378	222194	200358	235225	217589	249545	240028	234035	247609	216815	229578	221129	228155	214406	221721	232250	239475	230960	233501	256679	229196	258099	252569	214008	251652	212238	224418	240355	220092	232153	229985	243976	243342	227604	233904	244950	235583	261367	247496	246984	235263	197221	246539	235418	266601	209523	228829	234780	234851	230150	231339	212538	276160	235988	231033	221870	229605	213990	237689	224457	248696	245446	238499	238588	233101	267590	242747	226322	239566	252339	227538	224120	233768	238548	224713	241285	215767	223939	242415	236039	228395	
240148	228656	221053	247383	223608	230554	244213	219001	225172	254859	228494	234682	227687	242317	231682	239976	238452	206810	219896	215139	226707	206017	238589	225550	238655	224677	239594	244848	228000	236516	213049	249226	208144	239048	228788	220914	224099	238455	253654	208399	240301	242796	211664	224197	205110	245932	230739	227399	224758	214770	233179	234233	245614	231600	240995	231281	246302	231833	238270	223836	233805	238486	224116	242357	220960	218709	241805	218522	220661	217574	219191	260890	233006	240622	225112	227194	215624	235318	215143	242125	249806	232966	243929	221679	243790	228916	238995	230068	231266	227658	207059	235239	231566	224747	240233	229037	223177	249531	241360	239157	
275079	257403	250767	253168	263577	265505	266782	243009	248235	283944	262645	264300	249508	283369	266428	258962	274278	245716	224102	235263	253818	237681	258871	254605	273331	251646	262992	274157	254950	255935	250737	266713	253742	262509	243041	242538	264045	257809	309459	256705	282168	260967	221451	272880	237196	252773	266054	270376	258535	236098	253374	255350	253450	252536	259101	273296	308213	273471	271674	263293	245240	255173	260310	262205	210668	256573	264317	246417	239492	247916	241208	290371	263706	258294	255518	265079	252950	269663	231766	274408	260719	270557	260533	258016	277705	265143	264369	260683	267695	251077	237898	266076	274850	248324	252349	261638	236980	246032	263715	262184	
244305	239539	226318	249464	236369	232049	233831	205968	223852	253056	218163	242747	225256	259414	247040	233671	240939	214971	212124	217670	240817	203909	244066	224865	244996	221012	232810	230456	220859	233919	225180	258571	201396	234279	213202	214608	230298	226569	261133	215668	239137	229849	203712	231706	218003	239902	226652	231173	232450	200716	227696	236615	239003	235095	258710	236061	264916	235735	248179	227912	236829	237248	211982	234386	196492	218431	225486	228826	214562	223831	219764	253010	230917	252439	226972	245224	226445	245818	216115	235179	246209	234338	236684	237133	224045	219073	220323	236242	232468	227191	205623	246600	251293	215323	235110	233186	208889	238099	244525	211367	
245683	247664	237151	249087	231645	226083	246062	228121	233525	263757	239265	242214	242302	266567	248639	233702	242541	222408	225995	224364	247271	233637	247396	237945	251163	216076	236784	253581	225728	246868	229666	253658	224144	234580	229822	221568	231684	246888	270990	232573	260323	240462	210023	251876	222947	234155	240808	261238	236373	224762	249587	221038	240678	223930	255854	250675	263890	253227	252098	244935	233550	251756	242071	241629	202208	224699	230909	226025	218078	233953	216809	276659	245278	234302	243705	240370	219033	249414	220176	245742	255128	261620	254323	231266	243414	246173	225967	256202	244329	212599	217512	256214	265970	224286	240375	233266	223734	247433	248833	242587	
253494	243080	240073	240064	241489	218794	232388	218630	240091	252874	240344	225735	225040	245977	255135	232313	246814	225946	197013	232744	224193	227795	239406	229335	247809	247366	232802	258756	230803	254105	231926	255916	222652	226802	217394	230068	238392	259298	259675	231202	249218	249704	202817	251344	225639	238209	224413	240526	226045	220534	221136	225405	243787	257000	263059	257721	284370	229695	260267	222858	237315	235570	220743	229849	213476	242592	243605	244031	215778	228118	215547	262797	243416	242478	227788	238441	230202	244152	217911	254995	248555	245890	239405	218691	254372	236121	230553	233822	238967	226917	211786	255582	276469	233714	247013	243707	215774	242742	246296	232906	
235348	234140	227433	232532	245865	249403	249087	214125	229593	248635	237583	225937	223811	251456	226588	243456	239677	220024	205225	232539	227677	228132	231601	234842	242233	229235	233912	234859	247158	245029	222919	247204	200002	230093	233304	209824	226738	233110	264031	216998	252518	233686	218974	249267	213342	216759	231618	242359	220790	218081	233952	231252	233079	238677	251458	246056	243407	238239	256693	240710	244607	233050	234830	222314	215464	231435	229040	235857	208644	233169	214654	260545	235688	235352	224780	235599	236684	253282	226081	231258	248918	238544	238898	225266	236460	251809	232010	224630	243631	244439	210112	243658	271089	229042	229964	243838	215726	229217	236501	236942	
231002	222119	222333	221819	227091	233985	245925	211605	212437	228814	224115	224119	217207	256424	238680	234674	221710	212961	221269	223050	218012	219844	231502	211294	217368	213971	232496	242292	221670	230028	223135	239673	202080	216708	211039	215886	232181	238754	245241	206638	244381	220863	199025	245328	208374	201540	218519	224632	232050	216078	217061	217838	228652	227726	250751	230052	257364	227341	230242	239637	226809	236080	218041	228461	187691	234350	234151	225422	203024	222706	214238	241037	233812	232461	238029	243143	218415	229148	222279	244917	236310	224040	234236	205845	239515	230196	223891	223245	231491	221647	209216	241417	241983	227874	235811	240766	194999	232951	245604	214749	
269467	263615	245031	269447	274243	263752	274696	235604	241329	283575	239733	265010	267568	288163	272209	264795	268332	233068	238371	252861	244775	229264	252438	260133	268543	244893	269838	278932	259896	262674	243866	262562	228408	257648	240369	251963	252635	253933	299925	254382	276578	256327	242629	263576	241401	245823	256006	260969	252043	240264	282648	264478	268347	275275	267544	270362	295229	265191	275603	266292	237218	271711	256919	270554	220947	257646	264931	251926	243190	253351	245369	288028	260154	262974	241010	261124	247751	283831	253855	276166	275717	271642	266366	249494	259684	257034	245797	274668	265984	253888	235159	277388	277623	237443	254967	272662	247507	248905	262010	251548	
280746	268947	255604	277272	265884	263886	286566	254163	250541	293492	272714	284104	256750	300242	278000	271631	259133	247691	244371	248467	291832	248875	283928	273237	275282	244420	286994	281892	264719	287458	239158	281930	241487	258226	262511	265277	269096	281843	294585	238561	291175	277454	232741	266985	237443	277443	267202	266761	268205	264207	275792	265955	286111	281447	281639	266861	304021	267910	278350	267073	251596	275361	264304	286404	254409	266097	274421	264603	245551	263392	271338	289359	260558	280001	255365	271134	262201	290238	247917	282917	288534	267595	287807	274682	286558	264490	269451	263346	284533	264268	246469	275928	294756	262731	279852	274581	261455	272786	297023	264691	
257982	244100	241398	244350	249879	248033	250046	231913	231801	251529	233456	249041	246306	270921	254324	243794	247941	223398	218047	219670	241593	225757	255922	241111	241553	222028	240080	256503	225901	251827	225069	244520	220677	230388	240602	235114	238313	241041	249073	236014	257395	235956	222935	232071	222158	246540	243995	250276	230560	219074	244252	228150	253111	257681	262486	243866	273899	241803	255285	231075	244076	248015	241201	243106	226360	249599	236684	263648	225863	231960	234872	243596	215656	254831	221870	237590	220271	242834	230361	255630	257932	242751	253465	239668	240811	255421	236378	241000	242763	253510	207613	252782	260135	228211	241670	249113	214602	252810	256916	236505	
249168	256823	233864	259643	250552	238823	247966	230452	248781	276205	236519	254323	257862	275077	262443	252673	255018	223652	231191	221204	256660	220024	257323	255768	240500	228511	248717	255854	258319	244212	239631	248861	223163	242959	235035	215999	239583	233613	285810	220267	271778	243216	225123	240784	224922	229008	232582	248534	234592	208153	249740	232056	232873	253972	256073	249539	282219	252892	250621	247097	251540	248693	253402	233169	220174	234848	245368	248194	208103	243322	246403	274297	242039	244619	247024	244176	236499	268314	238407	262683	262507	249208	257610	245916	254496	250641	261604	258960	253670	232741	220223	258152	265319	230936	234123	251770	225119	237919	250792	247080	
265555	253203	249998	256085	263925	258841	273305	228228	255057	265886	246169	259181	260282	284376	266488	260893	262365	238519	225485	228445	258062	232238	260900	248934	255256	232577	252622	274980	255437	258820	249727	256578	232244	257821	248725	249584	266981	260995	283258	237299	267504	264033	214675	269968	245563	250011	242252	266136	253558	244189	259399	250925	253810	265381	286956	261768	295293	270559	277832	270026	244794	271917	266694	274238	230359	261720	259701	279851	241791	263122	251837	266660	246031	267030	240442	257072	265479	268160	250909	269278	275204	254995	266514	256737	266089	257637	242127	263208	269900	257318	230945	261603	265661	242283	250590	262772	237525	254644	275628	247648	
295698	262431	259812	259726	269339	255389	278091	243344	275249	287670	269489	284604	259512	298984	287297	287191	271850	268408	244484	252826	270426	238271	268787	273828	282836	252423	256448	282182	255596	273704	254758	275782	233508	258982	250251	249363	270081	270552	297739	256375	281104	273145	235334	286662	234801	252874	265003	262050	261667	258114	262664	250766	254233	277929	303998	268710	290876	275019	276856	270509	264032	270321	262998	276383	235508	265828	276687	268854	221988	264609	237130	293769	262454	283548	256563	281417	261508	278576	257363	283755	265109	273809	265093	240869	259298	264856	270448	278201	271680	258651	241615	284019	283126	256138	273484	274938	257345	265904	263405	254390	
258552	228658	241083	225388	218884	229500	239901	202728	223554	241699	230444	242475	225629	244743	234986	218506	245403	207705	197859	218494	228560	190356	247619	223027	243010	216675	240110	230994	226612	219080	194916	229925	210651	216099	222622	196299	237741	237457	261068	224166	238190	239998	194200	235357	203990	226407	231389	229049	212403	208353	224813	228723	233185	231454	238907	249213	246661	235775	237050	232848	222508	239576	243234	229647	198072	220873	214452	227570	211852	224112	224983	254170	220032	225009	220078	233763	215822	223949	206666	236148	243413	221315	241736	228316	236130	246329	226647	219203	227238	246144	204741	237827	230104	221494	211503	235247	214070	229756	236002	208540	
269483	247897	234443	243837	247599	241356	247729	235785	229370	262857	239917	236605	224531	274066	243831	249685	247525	232992	212087	232217	236357	219390	249627	244751	231359	234281	252661	263899	234004	251097	223347	243486	214919	237236	232519	228762	246306	251040	284167	234263	256959	252470	218822	250973	215258	239609	246416	235546	251323	227047	236056	237568	242365	260070	267120	251297	268899	239163	254054	246738	236116	259329	238243	258896	211151	237270	247803	251572	219763	242834	223780	262565	241239	255311	235432	241786	244528	243938	224586	268791	246520	245099	238017	238845	259583	244625	235731	244250	254272	248266	221317	254565	255322	230448	250767	258724	223476	243082	243104	240570	
258565	245879	234474	240210	268426	246089	261051	213570	232563	241298	246679	251789	224328	271788	255282	255470	264523	222890	205594	236761	243096	214542	256645	248798	248097	237942	248781	250841	241871	245491	227471	251332	215795	222666	236297	239751	248246	245409	269651	233412	258404	255587	223009	253208	203656	224431	229665	233884	244880	229516	234024	245812	243806	240262	255575	244153	286742	239173	250707	229669	220187	256895	244244	253589	221687	242922	251270	245928	220584	251381	242145	265901	241861	248647	229929	249727	223969	250241	234046	245691	246256	242157	261903	234895	257753	245605	253406	243279	258030	242574	223919	264780	260436	227285	247670	253205	223215	237058	240548	237972	
267409	249398	215541	240917	242387	231399	227257	225932	228328	247686	230680	257528	224462	271259	252827	255868	249830	212289	218316	214808	238287	204858	249545	248089	246884	225030	240351	245614	220185	234525	220806	243292	228214	236243	213250	236447	251555	242340	261146	216913	251539	235853	214622	234565	215807	230774	232797	230896	229756	225017	235427	248300	227538	247123	256366	248670	269835	230256	251070	232329	232628	249628	229551	259264	210257	251264	244973	240682	219654	234824	224539	263320	243590	256236	228705	229372	229093	256757	235541	249183	259307	243639	245782	221413	236410	233903	245579	235909	253807	233408	216664	256902	247461	225919	234146	239285	222523	230941	231045	217974	
272683	258167	260945	272083	275198	271168	260269	228109	253024	271701	252263	273958	260785	292584	288891	259124	271725	261182	229771	230005	263121	222067	260959	241554	251509	240103	249478	271361	271564	251877	253677	267626	232135	253368	241785	239492	255316	261657	283146	246440	265627	262294	238528	269074	238301	231169	262574	250480	261670	231796	243307	258128	239508	259712	278573	252424	292363	261844	271769	259293	248124	262265	245259	265388	222373	246933	266489	259043	235792	263631	245096	289009	259885	268172	252604	271068	249496	275536	257400	271157	274311	247041	271629	246354	280137	259860	258018	283169	268627	262358	226674	251406	276609	231284	262071	269571	235073	253219	258973	239829	
235105	225090	219802	221160	224855	225802	232034	198518	210043	230293	230741	235223	225029	271719	250396	236682	225317	211653	211358	203543	220648	207590	243004	211597	233722	216193	232880	244600	221553	233574	214605	230209	207985	211922	212382	222347	231645	243574	244193	209347	244238	234657	191397	220838	201782	218487	228762	220096	210645	223795	224003	220386	230975	223944	247559	231109	249155	216282	238393	223725	210049	232818	215403	228612	197300	213753	230566	210333	218747	220465	211091	239930	217542	246622	230551	218906	206881	228825	205539	236451	225752	219929	232578	212441	232935	234322	224109	217096	215481	215867	212896	240498	240531	208179	226528	230270	199573	234619	221989	222348	
290025	275083	238339	271150	261340	264929	274604	257000	266480	287993	269438	265121	276564	288927	273216	270971	262339	255351	246905	246111	263221	252123	264016	249150	280644	262545	260874	285094	247190	265485	268372	283479	256966	269880	249944	267528	263146	263964	293531	240274	294573	262374	241186	287477	249729	258143	272190	273501	270531	253371	256704	246918	256225	270130	292833	263910	316237	277369	269951	271723	256041	272748	255545	274501	254397	265786	273832	269278	243666	259187	241613	292849	267217	270870	258339	283443	250461	285297	281861	288637	261831	266099	274245	267789	278546	283495	262051	272463	293793	261397	258151	275891	289983	265798	260689	270327	243299	270686	291507	261935	
284662	275326	244372	268356	271182	270447	277972	249503	268260	294174	261871	281161	262060	293738	269996	288777	274643	245923	244896	246287	271395	235692	272340	259726	268697	246731	267005	284497	269073	284503	248153	283584	245721	256894	250208	262990	270279	262623	287031	239684	294110	274993	250250	272479	243697	264085	280557	261977	259765	264074	275266	265617	247982	272946	296843	260359	303893	265625	281649	257848	238692	272550	276743	286165	250069	247050	264908	267953	254073	260679	259665	302842	266334	278410	252131	262296	263250	284345	272474	282858	279165	273051	262789	260607	272994	277118	261730	277929	285656	274989	240940	270457	275472	252836	264601	270044	248246	259908	268251	261738	
272716	263045	240990	260280	260583	249767	245975	228496	237278	264209	233065	258340	243592	271311	265691	251290	262331	233869	220391	237304	251099	225486	249170	241027	249184	240432	251066	248959	252503	255684	250282	260833	225416	232141	223400	246575	246641	253689	267379	232177	259546	262890	228881	264075	221240	230296	233796	248608	251179	237122	257828	246088	240608	257946	268934	248094	299753	253649	262790	236169	228610	252633	238532	264921	240206	240032	255712	259743	230125	252830	245492	261383	251785	264485	228501	244144	242045	271317	224798	259057	247148	255392	258444	242446	247803	257216	250599	260742	254272	239905	226685	246573	265969	230957	267731	248428	234252	253070	248377	234696	
257568	253750	252700	254067	264903	255092	267666	223181	243228	271788	242167	268300	237052	267133	275145	262389	271052	236234	219874	242301	260013	234699	250781	262896	259116	236892	254804	250874	249449	267696	231941	258391	231256	248372	246863	253670	253392	260025	279642	249985	259299	259001	223448	260978	244155	246872	249704	254823	247289	238760	263367	262104	265715	263997	264606	249321	283476	250992	266561	248002	250452	265240	250372	263771	229425	251650	263935	255219	229661	238379	249273	280903	265774	266148	249680	248274	251132	264836	226521	270943	287131	252370	273519	246080	281084	252737	246961	249775	261782	250632	235772	254643	272452	245422	263565	268227	223232	252341	252768	249054	
